#,Name,Position,Year,Status,team
92,Xyarius Sheppard,DE,Fr,Active,Trinity Valley Community College
93,Mauricio Andree,K/P,RFr,Active,Trinity Valley Community College
94,Christian Hernandez,K/P,Fr,Active,Trinity Valley Community College
96,Diego Varela,K,Fr,Active,Trinity Valley Community College
97,Sir Christian Johnson,LB,Fr,Active,Trinity Valley Community College
98,Quindarius Dudley,DT,Fr,Active,Trinity Valley Community College
99,Jussiah Ali,DT,Fr,Active,Trinity Valley Community College
0,Aeden Combest,,RS SO,Active,Tyler Junior College
1D,William Cornelson,,RS SO,Active,Tyler Junior College
1,Jayden Lawton,,RS SO,Active,Tyler Junior College
01,Hawk Patrick- Daniels,,FR,Active,Tyler Junior College
2,Bernock Iya,,RS SO,Active,Tyler Junior College
02,Terrence Naulings,WR,So,Active,Tyler Junior College
3,Jamari Evans,,FR,Active,Tyler Junior College
03,Jacob Robinson,,SO,Active,Tyler Junior College
4,Tre Guerra,,RS SO,Active,Tyler Junior College
04,Jayveus Lyons,,SO,Active,Tyler Junior College
05,Kendall Marks,,RS SO,Active,Tyler Junior College
5,Cam Thomas,,SO,Active,Tyler Junior College
6,Bryce Burgess,,FR,Active,Tyler Junior College
06,Sam Fongang,,SO,Active,Tyler Junior College
7,Ja'Quan MaGee,,SO,Active,Tyler Junior College
8,Christian Baxter,,SO,Active,Tyler Junior College
08,Samuel Robles,,SO,Active,Tyler Junior College
9,Ashton Haynes,,RS SO,Active,Tyler Junior College
09,Jayden Madkins,,SO,Active,Tyler Junior College
10,Josh Thomas,,RS SO,Active,Tyler Junior College
12,Emmanuel Oguns,,RS FR,Active,Tyler Junior College
13,Carson Green,,RS FR,Active,Tyler Junior College
14,Grant Peretz,,SO,Active,Tyler Junior College
15,Darion White,,RS SO,Active,Tyler Junior College
16,Nathan Greek,,RS FR,Active,Tyler Junior College
17,Bryce Morton,,RS FR,Active,Tyler Junior College
18,Elijah Baesa,,FR,Active,Tyler Junior College
19,Aaron Johnson,,SO,Active,Tyler Junior College
20,Skylon Louis,,RS FR,Active,Tyler Junior College
21,VaQuan Buggs,,RS FR,Active,Tyler Junior College
22,John Solitaire,,RS SO,Active,Tyler Junior College
23,Matthew Cooks,,SO,Active,Tyler Junior College
24,TJ Williams,,RS FR,Active,Tyler Junior College
25,Lavarion Logan,,RS SO,Active,Tyler Junior College
26,Tysen Wilson,,RS FR,Active,Tyler Junior College
27,Justin Cottrell,,SO,Active,Tyler Junior College
28,Kevin Odikpo,,RS FR,Active,Tyler Junior College
29,Kam Robinson,,FR,Active,Tyler Junior College
30,Keelon Elder,,SO,Active,Tyler Junior College
31,Quintin McDowell,,RS FR,Active,Tyler Junior College
33,Lance Taylor,,FR,Active,Tyler Junior College
37,Bryan Ramirez,,FR,Active,Tyler Junior College
39,Robert Harding,,RS FR,Active,Tyler Junior College
42,Kris Atkins,,RS SO,Active,Tyler Junior College
44,Jordan Green,TE,Fr,Active,Tyler Junior College
45,Ziggy Loa,,RS SO,Active,Tyler Junior College
49,Lazarus Rosario,,RS,Active,Tyler Junior College
50,Elijah Garner,,SO,Active,Tyler Junior College
52,Josiah Drake,,RS FR,Active,Tyler Junior College
55,David Williams,,SO,Active,Tyler Junior College
60,Isaiah Coney,DL,RS FR,Active,Tyler Junior College
63,Jamon Lee,,RS FR,Active,Tyler Junior College
64,Hanzlah Rana,,RS FR,Active,Tyler Junior College
67,Colby Carraza,,SO,Active,Tyler Junior College
68,Rhett Cunningham,,FR,Active,Tyler Junior College
71,Elisha Samples,,RS SO,Active,Tyler Junior College
73,Tony Lynn,,RS SO,Active,Tyler Junior College
75,Xavier Werrell,,RS SO,Active,Tyler Junior College
77,Isaiah Tatum,,RS SO,Active,Tyler Junior College
78,Scotty Parker,,RS FR,Active,Tyler Junior College
80,Gavin Green,,SO,Active,Tyler Junior College
81,Triston Lurry,,RS FR,Active,Tyler Junior College
82,Amari Henry,,FR,Active,Tyler Junior College
87,Jayden Evans,,RS FR,Active,Tyler Junior College
88,Lonnie Johnson,,RS FR,Active,Tyler Junior College
90,Knowledge Davis,,RS FR,Active,Tyler Junior College
93,Gavin Massey,,FR,Active,Tyler Junior College
95,Lamarian Hatcher,,SO,Active,Tyler Junior College
98,JaMarcus Moye,,RS SO,Active,Tyler Junior College
99,Pati So'oala,,RS SO,Active,Tyler Junior College
0,Colin Schack,TE,NA,Active,Central Lakes College-Brainerd
2,Lamarius Bellamy,,NA,Inactive,Central Lakes College-Brainerd
3,Gabriel Canter,WR,NA,Active,Central Lakes College-Brainerd
4,James Grant,DB,NA,Active,Central Lakes College-Brainerd
5,Elijah Moore,LB,NA,Active,Central Lakes College-Brainerd
6,James Essery,QB,NA,Inactive,Central Lakes College-Brainerd
7,Cash Robinson,CB,NA,Active,Central Lakes College-Brainerd
8,Elijah Ward,,NA,Inactive,Central Lakes College-Brainerd
10,JaCori Luckey,RB,NA,Active,Central Lakes College-Brainerd
11,Gavin Vosika,WR,NA,Active,Central Lakes College-Brainerd
12,Jaykwon Armour,CB,NA,Active,Central Lakes College-Brainerd
13,Mandalla Mohamed,,NA,Active,Central Lakes College-Brainerd
14,Khalil Armour,CB,NA,Active,Central Lakes College-Brainerd
15,William Richardson,WR,NA,Active,Central Lakes College-Brainerd
16,Elijah Bryant,CB,NA,Active,Central Lakes College-Brainerd
17,Jalon CareyMarshall,CB,NA,Active,Central Lakes College-Brainerd
18,Chase David,WR,NA,Active,Central Lakes College-Brainerd
19,Jeremiah Cherry,WR,NA,Active,Central Lakes College-Brainerd
20,Antonio Davis,WR,NA,Active,Central Lakes College-Brainerd
21,Chisum Schmiedeberg,RB,NA,Active,Central Lakes College-Brainerd
25,Donovan Lund,RB,NA,Active,Central Lakes College-Brainerd
27,Joshua Hubbard,LB,NA,Active,Central Lakes College-Brainerd
28,Colin Walker,WR,NA,Active,Central Lakes College-Brainerd
30,Derrick Cox-Payton,RB,NA,Active,Central Lakes College-Brainerd
31,Carlos Beckstrand,,NA,Inactive,Central Lakes College-Brainerd
32,Derron Tumpkin,CB,NA,Active,Central Lakes College-Brainerd
34,Mikel Clack,DL,NA,Active,Central Lakes College-Brainerd
50,Austin Struble,OL,NA,Active,Central Lakes College-Brainerd
51,Michael Becker,OL,NA,Active,Central Lakes College-Brainerd
52,Justin Gonska,OL,NA,Active,Central Lakes College-Brainerd
55,Justin Anderson,,NA,Inactive,Central Lakes College-Brainerd
58,Brayden Staunton,OL,NA,Active,Central Lakes College-Brainerd
62,Alex Schaefer,,NA,Inactive,Central Lakes College-Brainerd
64,Elijah Claussen,CB,NA,Active,Central Lakes College-Brainerd
84,Joseph Kosloski,P,NA,Active,Central Lakes College-Brainerd
88,Mikhail Opanusyuk,WR,NA,Active,Central Lakes College-Brainerd
89,Zachariah Charnoski,DL,NA,Inactive,Central Lakes College-Brainerd
90,Mason Sherman,DL,NA,Inactive,Central Lakes College-Brainerd
1D,Brandon Rodgers,DB,Fr,Active,College of DuPage
1O,Justin Bland,QB,Fr,Active,College of DuPage
3,Deszmund White,WR,So,Active,College of DuPage
4,Ernest Temple,RB,So,Active,College of DuPage
5D,Dontay Fort,DL,Fr,Active,College of DuPage
5D,Josh Narcisse,DL,So,Inactive,College of DuPage
6,Clayton Bone,WR,Fr,Active,College of DuPage
7,Ernest Blackshire Jr.,DB,So,Active,College of DuPage
9D,Darion Johnson,DL,So,Active,College of DuPage
10,Mike Hein,QB,Fr,Active,College of DuPage
11,William Sierra,LB,Fr,Active,College of DuPage
12,Samuel Stone,DB,Fr,Active,College of DuPage
13,Jakub Mwangelwa,DL,Fr,Active,College of DuPage
14,BJ Mayes,LB,Fr,Active,College of DuPage
15,Zayne Raeuber,DL,Fr,Active,College of DuPage
16,Jimmy Lacy,DB,Fr,Active,College of DuPage
17,Jacob Zarek,WR,Fr,Active,College of DuPage
18,Ethan Quaye,WR,So,Active,College of DuPage
19,Tyrin Murrell,DB,Fr,Active,College of DuPage
21,Jamareon Dale,RB,So,Active,College of DuPage
22,Jamarion Johnson,DB,Fr,Active,College of DuPage
23,Tyrese Buffkin,DB,So,Active,College of DuPage
24,Jack Kranc,DB,Fr,Active,College of DuPage
25,Jake May,DB,,Active,College of DuPage
26,Sal Laudicina,DB,Fr,Active,College of DuPage
27,Khamrin Boecker,DB,Fr,Active,College of DuPage
28,Christian Casillas,K,So,Active,College of DuPage
29,Mason Montgomery,DB,Fr,Active,College of DuPage
32,Haiden Janke,RB,Fr,Active,College of DuPage
33,Cole Hamilton,LB,Fr,Active,College of DuPage
34,Kellen Brnfre,WR,Fr,Active,College of DuPage
35,Cameron Mueller,OL,Fr,Active,College of DuPage
36,Kellon King,LB,So,Active,College of DuPage
41,Brandon Redmond,DB,Fr,Active,College of DuPage
42,Aaron Rice,P,Fr,Active,College of DuPage
43,Hayden Stroud,TE,Fr,Active,College of DuPage
46,Markice Allen,TE,Fr,Active,College of DuPage
47,Ja'Mycheal Towns,LB,Fr,Active,College of DuPage
48,Cole Dutkovich,LB,Fr,Active,College of DuPage
51,Casey Bending,DL,Fr,Active,College of DuPage
52,Michael Tringali,LB,Fr,Active,College of DuPage
53,Ty Kuschell,LB,So,Active,College of DuPage
54,Marques Boddie,DL,So,Active,College of DuPage
55,Armend Ujkashi,OL,So,Active,College of DuPage
5O,Willie Feagin,WR,So,Active,College of DuPage
66,Josh Lucas,OL,Fr,Active,College of DuPage
67,Ramiro Valdivia,OL,Fr,Active,College of DuPage
68,Aaron Phillips,OL,So,Active,College of DuPage
69,Jamari Jefferson,DL,Fr,Active,College of DuPage
75,Greg Fotinopoulos,OL,So,Active,College of DuPage
76,Ramon Fuentes,OL,So,Active,College of DuPage
77,Calvin Balentine,OL,So,Active,College of DuPage
7O,Askia Bullie,QB,Fr,Inactive,College of DuPage
8,Michael Cervantes,WR,Fr,Active,College of DuPage
82,Daion Gaston,WR,Fr,Active,College of DuPage
83,JT Frieders,K,Fr,Active,College of DuPage
86,Andrew Kallas,LS,Fr,Active,College of DuPage
87,Luke Bonnema,TE,Fr,Active,College of DuPage
89,Dylan McDonnell,WR,Fr,Active,College of DuPage
97,Justin Lawton,DL,Fr,Active,College of DuPage
99,Kenny Akintunde,DL,Fr,Active,College of DuPage
9O,Ian Poston,WR,Fr,Active,College of DuPage
1,Bryant Jackson,RB,Sophomore,Active,Erie Community College
2,Jayden Lewis,,Freshman,Active,Erie Community College
3,Ticheme Harris,DB,Sophomore,Active,Erie Community College
4,Jarrell Green,WR,Freshman,Active,Erie Community College
5,"Joseph Butler, Jr.",WR,Freshman,Active,Erie Community College
5,Damion Malle,RB,Sophomore,Inactive,Erie Community College
6,Raheim McIver,WR,Sophomore,Active,Erie Community College
7,Eric Wilson,QB,Sophomore,Active,Erie Community College
8,Thomas Che,QB,Freshman,Active,Erie Community College
9,Jamal Drummond,DB,Freshman,Active,Erie Community College
10,Shamar Adams,LB,Sophomore,Active,Erie Community College
11,Steffon Morrow,DB,Freshman,Active,Erie Community College
12,Evan Szpara,QB,Freshman,Active,Erie Community College
13,Jay'Mere Ramadan,,Freshman,Active,Erie Community College
14,Deon Baker,WR,Freshman,Active,Erie Community College
15,Thomas Davis,RB,Freshman,Active,Erie Community College
16,Che'Von Allen,WR,Freshman,Active,Erie Community College
17,Gabriel Wright,WR,Freshman,Active,Erie Community College
18,Ijahmere Battle,WR,Freshman,Active,Erie Community College
19,"Michael Russell, Jr.",QB,Freshman,Active,Erie Community College
20,Addison Copeland,DB,Freshman,Active,Erie Community College
21,Amari Williams,,Freshman,Active,Erie Community College
22,Fernando Garcia,LB,Freshman,Active,Erie Community College
23,Dae'Von Groomes,LB,Freshman,Active,Erie Community College
24,Gabriel Kempf,,Freshman,Active,Erie Community College
25,Elisha Williams,,Freshman,Active,Erie Community College
26,Rae'von Johnson,,Freshman,Active,Erie Community College
27,Jake Hopkins,RB,Freshman,Active,Erie Community College
28,Robert Cocroft,DB,Freshman,Active,Erie Community College
29,Jerry Williams,,Freshman,Active,Erie Community College
30,Bryan Powell,DB,Freshman,Active,Erie Community College
31,Javontae Jones,DB,Freshman,Active,Erie Community College
32,Joshua Larrier,,Freshman,Active,Erie Community College
35,Franklin Brown,DB,Freshman,Active,Erie Community College
36,Antwon Vann,DB,Freshman,Active,Erie Community College
37,Emile Korvah,,Freshman,Active,Erie Community College
38,Jonathan Jones,LB,Freshman,Active,Erie Community College
39,Dom Enders,DB,Freshman,Active,Erie Community College
41,Nikholas Vasquez,DL,Freshman,Active,Erie Community College
42,Patrick Fisher,DB,Freshman,Active,Erie Community College
43,Jaiden Torres,,Freshman,Active,Erie Community College
44,Zaire Mobley,,Freshman,Active,Erie Community College
45,Dillon Preer,,Freshman,Active,Erie Community College
47,Torey Anderson,RB,Freshman,Active,Erie Community College
48,Donnell Gamble,,Freshman,Active,Erie Community College
49,Lamont Chamberlain,LB,Freshman,Active,Erie Community College
51,Noah Stock,,Freshman,Active,Erie Community College
52,Reginald Pough,,Freshman,Active,Erie Community College
53,Javeail Banks,,Freshman,Active,Erie Community College
54,Ty Mangione,,Freshman,Active,Erie Community College
55,Jermaine Parsons,DL,Freshman,Active,Erie Community College
56,Juan Wade III,OL,Freshman,Active,Erie Community College
57,Danyaniel Cooper,,Freshman,Inactive,Erie Community College
58,Keir Bishop,,Freshman,Active,Erie Community College
59,Michelot Sine,DL,Sophomore,Active,Erie Community College
60,Edward Siegel,OL,Freshmen,Active,Erie Community College
66,Skyler Buerk,OL,Sophomore,Active,Erie Community College
71,Rasheed Briggs,,Freshman,Active,Erie Community College
74,Ian Demaree,,Freshman,Active,Erie Community College
75,"Carl Jones, Jr.",OL,Freshman,Active,Erie Community College
76,Luke Prince,,Sophomore,Inactive,Erie Community College
77,Ryan Singleton,,Freshman,Active,Erie Community College
78,Max Landwehr,TE,Freshman,Active,Erie Community College
80,Gabriel Vacanti,WR,Freshman,Active,Erie Community College
81,Johnnie Garcia,WR,Freshman,Active,Erie Community College
83,Moses Walker,,Freshman,Active,Erie Community College
84,Nigel Rossman,,Freshman,Active,Erie Community College
85,Brayden Hoch,TE,Freshman,Active,Erie Community College
86,Aaron Wittlinger,,Freshman,Active,Erie Community College
87,Gabriel McKay,,Freshman,Active,Erie Community College
89,Bruce Allman,RB,Sophomore,Active,Erie Community College
90,Julius Manning,DL,Freshman,Active,Erie Community College
91,Christian Taylor,DL,Freshman,Active,Erie Community College
93,Cameron Anderson,OL,Freshman,Active,Erie Community College
95,William Clarke,DL,Freshman,Active,Erie Community College
98,T'Andre Angus,DL,Freshman,Active,Erie Community College
99,Delshon Taylor,DL,Freshman,Active,Erie Community College
F,Gerald Henry,,Freshman,Inactive,Erie Community College
g,Fanon King,,Freshman,Inactive,Erie Community College
g,Troy Singleton-Burnett,WR,Freshman,Inactive,Erie Community College
h,Blaise Belmarsh,WR,Freshman,Inactive,Erie Community College
q,Nathan Snow,QB,Freshman,Active,Erie Community College
S,Zyan Herndon,OL,Freshman,Active,Erie Community College
1,Issa Tchari,QB,SO,Active,Hocking College
2,Charles Dicker III,FS,,Active,Hocking College
3,Joey Moore,QB,SO,Active,Hocking College
4,De'aveon Perkins,SB,SO,Active,Hocking College
5,Ceonte Jones,DB,SO,Active,Hocking College
6,Clarence Currin,RB,SO,Active,Hocking College
7,Medudzi Mansu,,SO,Active,Hocking College
8,Zion McIntosh,,SO,Active,Hocking College
9,Amare' Jenkins,QB,RS SO,Active,Hocking College
10,Dashawn Hopper,DB,SO,Active,Hocking College
11,Pavel Henderson,WR,FR,Active,Hocking College
12,Logan Cloyd,QB,SO,Active,Hocking College
13,Neamiah Azeem,QB,SO,Active,Hocking College
14,Jordon Clerkley,DB,FR,Active,Hocking College
16,Allen Simpson,LB,,Active,Hocking College
17,Jacob Harrison,DB,SO,Active,Hocking College
18,Corday MacCannon,WR,RS SO,Active,Hocking College
19,Korbin Kelley,WR,,Active,Hocking College
20,Jahnille Jones,RB,SO,Active,Hocking College
21,Jaeson Thrweatt,RB,SO,Active,Hocking College
22,Jamar Ebron,WR,FR,Active,Hocking College
23,Landis Randleman,DB,SO,Active,Hocking College
24,Akell Carrington,LB,SO,Active,Hocking College
25,"Jermell Johnson, Jr",DB,FR,Active,Hocking College
26,De'Angelo Fuller,RB,,Active,Hocking College
27,Keyandre Larry,FS,,Active,Hocking College
28,Carson Copeland,LB/P/K,FR,Active,Hocking College
29,Carlo Toler,DB,,Active,Hocking College
30,MacMarq'O Zanders,DB,FR,Active,Hocking College
31,Chsander Goff,DB,,Active,Hocking College
32,Dare Olobatuyi,CB,FR,Active,Hocking College
33,Wes Anderson,DB,,Active,Hocking College
34,Asion Francis,LB,,Active,Hocking College
35,Everett Brown,LB,,Active,Hocking College
36,Joseph Conto,DB,,Active,Hocking College
37,Christian Richardson,DB,,Active,Hocking College
38,Dashawn Harmon,LB,,Active,Hocking College
39,Izayah Camp,RB,FR,Active,Hocking College
40,Brion Murray,LB,FR,Active,Hocking College
41,Jalyn Anderson,TE,FR,Active,Hocking College
42,Laqualyn Battle,LB,,Active,Hocking College
43,Le'Augustus Hines,FS,SO,Active,Hocking College
44,Zareus Susanek,LB,,Active,Hocking College
45,William Parries IV,LB,,Active,Hocking College
46,Logan Ullery,DB,FR,Active,Hocking College
48,Grant Athens,TE,SO,Active,Hocking College
49,Bryan Nobles,DT,FR,Active,Hocking College
50,R'Chon Currington,LB,,Active,Hocking College
51,Martez Davis,LB,,Active,Hocking College
52,Aidan Earl,C,,Active,Hocking College
53,Ethan Lahmers,G,,Active,Hocking College
54,Amari Mack,LB,,Active,Hocking College
55,Christian Cowlin,OL,,Active,Hocking College
56,Devon Malone,OG,,Active,Hocking College
57,Ras Anderson,OT,,Active,Hocking College
58,"Clint Walker, Jr.",OG,,Active,Hocking College
59,Caleb Brooks,DE,,Active,Hocking College
62,Caleb Sakara,,,Active,Hocking College
63,Daylon Harris,C,,Active,Hocking College
65,Spencer Wagoner,OG,,Active,Hocking College
70,Nicholas Miller-Hopfe,OL,,Active,Hocking College
71,Carson Sanders,,FR,Active,Hocking College
73,Derrick Miller-Harper,,,Active,Hocking College
74,Isaiah Harrison,,,Active,Hocking College
75,Jelonte Green,,,Active,Hocking College
77,Greg Sullivan-Crockett,,,Active,Hocking College
80,Sean Conway,,,Active,Hocking College
81,Camden Red,,,Active,Hocking College
82,"Allen Payne, Jr",SB,,Active,Hocking College
83,Adrian Stafford,WR,,Active,Hocking College
84,Kaleb Thompson,,,Active,Hocking College
85,E'mohj Barrett,,,Active,Hocking College
86,Katour Ashcraft,WR,,Active,Hocking College
87,Braden Hulse,,,Active,Hocking College
88,Eric Thomas,WR,,Active,Hocking College
89,Jaden Hudson,,,Active,Hocking College
90,Jamari Holmes,,,Active,Hocking College
91,"Earnest Franklin, III",,,Active,Hocking College
92,Jacob Nunn,DT,,Active,Hocking College
93,Zavien McKinney,,,Active,Hocking College
94,Raleem Brooks,,SO,Active,Hocking College
95,Kobe Boone,DE,,Active,Hocking College
96,Cameron Ross,DE,FR,Active,Hocking College
97,Kani Wallace,DT,,Active,Hocking College
98,Demarius Pointer,DT,,Active,Hocking College
99,Robert Sanders,,,Active,Hocking College
0,Benjamin Hall,LB,So,Active,Hudson Valley Community College
1,Kevin Mayfield,RB,So,Active,Hudson Valley Community College
2,Sebastian Farrar,DB,So,Active,Hudson Valley Community College
3,Demetrius Williams,WR,So,Active,Hudson Valley Community College
4,Lathan Morse,DL,So,Active,Hudson Valley Community College
5,Ryan Gavette,WR,So,Active,Hudson Valley Community College
6,Dalton Howell,QB,So,Active,Hudson Valley Community College
7,Alexander Hedhili,DL,So,Active,Hudson Valley Community College
8,Damien Santiago,WR,Fr,Active,Hudson Valley Community College
9,Micah Gates,WR,Fr,Active,Hudson Valley Community College
10,Brandon Gilliard,DB,So,Active,Hudson Valley Community College
11,Elijah Aristilde,LB,R-Fr,Active,Hudson Valley Community College
12,James Stenger,DB,So,Active,Hudson Valley Community College
13,Abraham Fabel,QB,R-Fr,Active,Hudson Valley Community College
14,Cameron Harbaugh,QB,So,Active,Hudson Valley Community College
15,Jaquise Mckever,WR,Fr,Active,Hudson Valley Community College
16,Xavier (Zay) McLean,DB,So,Active,Hudson Valley Community College
17,Joshua Peguero,WR,So,Active,Hudson Valley Community College
18,Erik Barr,QB,R-Fr,Active,Hudson Valley Community College
19,Leroy Singleton Jr,WR,Fr,Active,Hudson Valley Community College
20,Logan Hardt,DB,So,Active,Hudson Valley Community College
21,John (Trip) Scannell,DB,Fr,Active,Hudson Valley Community College
22,Zakai Armstrong,DB,Fr,Active,Hudson Valley Community College
23,Bo Catherwood,RB,So,Active,Hudson Valley Community College
24,Mikai Ramsey-Middleton,DB,Fr,Active,Hudson Valley Community College
25,Treshawn Patterson,RB,So,Active,Hudson Valley Community College
27,Cameron Walton,DB,Fr,Active,Hudson Valley Community College
29,Tazier Virgile,DB,So,Active,Hudson Valley Community College
30,Ebenezer Sarpong,DB,Fr,Active,Hudson Valley Community College
31,Tyre Porter,DB,R-Fr,Active,Hudson Valley Community College
32,Matthew McGuiggan,DB,Fr,Active,Hudson Valley Community College
33,Dorian Lusk,LB,Fr,Active,Hudson Valley Community College
34,Logan Potter,RB,Fr,Active,Hudson Valley Community College
35,Darius Simmons,DB,Fr,Active,Hudson Valley Community College
36,Eugene Sheppard,LB,R-Fr,Active,Hudson Valley Community College
38,Zackary Alber,DB,R-Fr,Active,Hudson Valley Community College
39,Keere Rawls,DB,Fr,Active,Hudson Valley Community College
40,Jesiah Etheart,LB,Fr,Active,Hudson Valley Community College
41,Jonathan Rafael-Urrego,RB,Fr,Active,Hudson Valley Community College
42,Tyler Peck,TE,Fr,Active,Hudson Valley Community College
43,Louis Robinson,LB,So,Active,Hudson Valley Community College
44,Dylan Lesser,TE,So,Active,Hudson Valley Community College
45,Jarmel Romero,TE,Fr,Active,Hudson Valley Community College
46,Dashawn Whittle,LB,Fr,Active,Hudson Valley Community College
47,Leesmel Segura,RB,Fr,Active,Hudson Valley Community College
48,Joshua DuBray,K,Fr,Active,Hudson Valley Community College
49,Joel Rodriguez,DL,Fr,Active,Hudson Valley Community College
50,Frank Ramos,OL,Fr,Active,Hudson Valley Community College
51,Brandon White,LB,Fr,Active,Hudson Valley Community College
52,Jahmeir Wright,OL,Fr,Active,Hudson Valley Community College
53,Dominic Jones,LB,Fr,Active,Hudson Valley Community College
54,Dogukan Kucukcakir,,Fr,Active,Hudson Valley Community College
55,Kevin Johnson,DL,So,Active,Hudson Valley Community College
56,Youri Guillaume,LB,So,Active,Hudson Valley Community College
57,Benjamin Boateng,LB,Fr,Active,Hudson Valley Community College
60,Ryan Humphreys,OL,Fr,Active,Hudson Valley Community College
63,Collin Biegel,OL,So,Active,Hudson Valley Community College
66,Jeffrey Alisauskas,OL,Fr,Active,Hudson Valley Community College
69,Benjamin Kilgore,OL,So,Active,Hudson Valley Community College
72,Amé Bender,OL,R-FR,Active,Hudson Valley Community College
73,Eydan Sepulveda,OL,R-Fr,Active,Hudson Valley Community College
75,Andrew Mulford,OL,Fr,Active,Hudson Valley Community College
76,Kenneth Spates,OL,So,Active,Hudson Valley Community College
77,Harrison Collazo,OL,Fr,Active,Hudson Valley Community College
78,Chase Anjos,OL,Fr,Active,Hudson Valley Community College
80,Bruce Wilcher,WR,Fr,Active,Hudson Valley Community College
81,Vinny Cosenza,WR,Fr,Active,Hudson Valley Community College
82,Richard Deshield,WR,So,Active,Hudson Valley Community College
84,Brandon (Cam) Hawkins,WR,So,Active,Hudson Valley Community College
85,Michael Bonneau,WR,Fr,Active,Hudson Valley Community College
86,Gabriel D'Angelo,TE,Fr,Active,Hudson Valley Community College
87,Collin Johnson,TE,So,Active,Hudson Valley Community College
88,Andrew Gendron,TE,So,Active,Hudson Valley Community College
89,Richard Thompson,TE,So,Active,Hudson Valley Community College
90,Ethen Edwards,DL,Fr,Active,Hudson Valley Community College
91,Daniel Lozano,K,Fr,Active,Hudson Valley Community College
92,Min Kyaw,DL,Fr,Active,Hudson Valley Community College
93,A'zavion Manuel,DL,Fr,Active,Hudson Valley Community College
94,Gabe Jimenez,LB,Fr,Active,Hudson Valley Community College
95,Prince Wadjas,DL,So,Active,Hudson Valley Community College
97,Matthew Fernandez,DL,Fr,Active,Hudson Valley Community College
98,Caleb Blane,DL,Fr,Active,Hudson Valley Community College
99,Mohanad Nahhas,DL,Fr,Active,Hudson Valley Community College
NA,Shuaib Abdul-Karim,,Fr,Inactive,Hudson Valley Community College
NA,Lucas Castro,,So,Inactive,Hudson Valley Community College
NA,Jihad Johnson,,Fr,Active,Hudson Valley Community College
NA,Leroy Singleton,,Fr,Active,Hudson Valley Community College
0,Cameron Wallace,,R-Fr,Active,Louisburg College
0a,Jerai Davvenport,,Fr,Active,Louisburg College
0b,Niko Sonye,,R-Fr,Active,Louisburg College
0c,Kaidyn Robinson,,Fr,Active,Louisburg College
0f,Darian Hill,,Fr,Active,Louisburg College
0d,Marley Samuel,,Fr,Active,Louisburg College
0e,Maurtice Roberts,,Fr,Active,Louisburg College
1,Anthony Tandoh,WR,R-Fr,Active,Louisburg College
11,Marvin Togbe,DE,So,Active,Louisburg College
12,Tyjhere Crudup,,Fr,Active,Louisburg College
14,Marcus Goodloe,DB,R-So,Active,Louisburg College
15,Keaton Braddock,,Fr,Active,Louisburg College
16,Vontrez Burch,,Fr,Active,Louisburg College
17,"Kyle ""KC"" Cunningham",,Fr,Active,Louisburg College
18,Cam Duncan,,Fr,Active,Louisburg College
19,Mondell Hutto,,R-So,Active,Louisburg College
1b,Nizail Robinson,DB,So,Active,Louisburg College
1c,Damaree Tucker,,Fr,Active,Louisburg College
2,Dylan Trevillian,QB,So,Active,Louisburg College
3,Keegan Williams,WR,So,Active,Louisburg College
5,Devin Pellom,,R-So,Active,Louisburg College
9,Jeffrey McDonald,WR,So,Active,Louisburg College
10,Quran Miller,,Fr,Active,Louisburg College
13,Jaden Martin-Burgess,,R-Fr,Active,Louisburg College
21,Xavier Chambers,,Fr,Active,Louisburg College
23,Joshua Mahatha,,R-Fr,Active,Louisburg College
24,Glenwood Robinson,,R-So,Active,Louisburg College
25,Lamarion Witherspoon,DB,R-Fr,Active,Louisburg College
26,Tycorien Gist,,Fr,Active,Louisburg College
27,Joanue Morten-Berry,,Fr,Active,Louisburg College
28,Da'Nija Scott,RB,Fr,Active,Louisburg College
29,Christopher Stevenson,CB,R-Fr,Active,Louisburg College
2b,Amari Birth,DB,FR,Active,Louisburg College
30,Tsion Brown,,Fr,Active,Louisburg College
31,Josiah Hunter,,Fr,Active,Louisburg College
32,K'Mari Chatten,,Fr,Active,Louisburg College
33,Jaden Perkins,,R-Fr,Active,Louisburg College
34,Kamal Thames,,Fr,Active,Louisburg College
35,Session Mcarthur,,R-Fr,Active,Louisburg College
36,Qwauhtez Harley,,Fr,Active,Louisburg College
37,Zykeem Brooks,,R-So,Active,Louisburg College
38,Mekiaun Davis,,Fr,Active,Louisburg College
39,Trevyn Smith,,R-Fr,Active,Louisburg College
3b,Jah'keevi Garnett,,Fr,Active,Louisburg College
4,Evan Garrett,,Fr,Active,Louisburg College
41,Josue Riley,,Fr,Active,Louisburg College
42,Tai'Quan Lewis,,Fr,Active,Louisburg College
43,Matthew DeJesus,,Fr,Active,Louisburg College
44,Seth Gregory,FB,R-So,Active,Louisburg College
45,Ethan Brawley,,Fr,Active,Louisburg College
46,Martavis Davis,,R-Fr,Active,Louisburg College
47,Dievy Shembo,DE,So,Active,Louisburg College
48,Jamorius Wilson,,Fr,Active,Louisburg College
49,Jaylen Cotten,,R-Fr,Active,Louisburg College
4b,Evan Sloan,DB,R-So,Active,Louisburg College
50,"Lamont Johnson, Jr.",,Fr,Active,Louisburg College
51,Dominique Leonard,,Fr,Active,Louisburg College
